"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"22-23","7501058715890","1.2870","271.0030","6.6700",TOTAL AUTOS AREA 5
"22-23","7702626213781","2.2040","125.0070","6.7830",TOTAL AUTOS AREA 5
"22-23","7501058757890","3.1660","295.6860","7.6110",TOTAL AUTOS AREA 5
"22-23","7501058716071","0.1520","21.1200","5.2410",TOTAL AUTOS AREA 5
"22-23","7501058757449","1.0110","173.0350","4.8590",TOTAL AUTOS AREA 5
"22-23","7501058792808BP1","0.7640","97.6530","8.9930",TOTAL AUTOS AREA 5
"22-23","7501058716804","0.3970","32.4630","4.4130",TOTAL AUTOS AREA 5
"22-23","7501058715531","1.9990","20.1310","15.3800",TOTAL AUTOS AREA 5
"22-23","7501058716767","3.1620","470.2180","13.3990",TOTAL AUTOS AREA 5
"22-23","7501058717023","12.3540","341.4200","50.6300",TOTAL AUTOS AREA 5
"22-23","7501058796578BP1","0.0660","3.3180","3.6580",TOTAL AUTOS AREA 5
"22-23","7501058796585","0.1520","16.7460","4.2220",TOTAL AUTOS AREA 5
"22-23","7503002319536","2.4850","230.0980","9.2730",TOTAL AUTOS AREA 5
"22-23","7501058716088","0.4980","79.5010","8.3000",TOTAL AUTOS AREA 5
"22-23","7501058757791","2.0720","355.9400","12.1160",TOTAL AUTOS AREA 5
"22-23","7501058757548","7.3210","259.0110","36.6060",TOTAL AUTOS AREA 5
"22-23","7503002319529","6.1050","328.3200","16.3680",TOTAL AUTOS AREA 5
"22-23","7501058792808BP2","0.7640","15.8970","8.9930",TOTAL AUTOS AREA 5
"22-23","7501058715883","1.3470","284.9860","6.7040",TOTAL AUTOS AREA 5
"22-23","7702626213774","1.7460","99.6280","5.7630",TOTAL AUTOS AREA 5
"22-23","7501058716422","0.2580","15.4490","10.3200",TOTAL AUTOS AREA 5
"22-23","7501058784353","2.8530","264.9510","7.2790",TOTAL AUTOS AREA 5
"22-23","7501058716064","0.2290","22.8650","6.0260",TOTAL AUTOS AREA 5
"22-23","7501058792778BP1","0.7880","100.8220","8.2950",TOTAL AUTOS AREA 5
"22-23","7501058757630","1.0350","113.1830","6.0170",TOTAL AUTOS AREA 5
"22-23","7501058753441","5.1700","116.0600","18.6640",TOTAL AUTOS AREA 5
"22-23","7702626204208BP1","4.1100","41.0090","34.2500",TOTAL AUTOS AREA 5
"22-23","7501058784346","1.1040","189.7250","4.9080",TOTAL AUTOS AREA 5
"22-23","7501058796868","3.9880","74.6640","31.6520",TOTAL AUTOS AREA 5
"22-23","7891035040276","10.1680","148.3220","33.8930",TOTAL AUTOS AREA 5
"22-23","7501058796851","3.3930","63.1710","26.9300",TOTAL AUTOS AREA 5
"22-23","7501058714596","9.0900","132.2170","27.6300",TOTAL AUTOS AREA 5
"22-23","7891035040191","0.0030","0.0400","3.0000",TOTAL AUTOS AREA 5
"22-23","7501058751188","1.4580","135.2660","6.1540",TOTAL AUTOS AREA 5
"22-23","7501058716095","0.3450","53.9760","6.3890",TOTAL AUTOS AREA 5
"22-23","7501058751461","1.0480","183.9660","7.7660",TOTAL AUTOS AREA 5
"22-23","7501058757463","0.0020","0.0860","2.0000",TOTAL AUTOS AREA 5
"22-23","7501058757555","4.3780","153.5210","22.4490",TOTAL AUTOS AREA 5
"22-23","7501058751195","3.6930","197.0540","10.3730",TOTAL AUTOS AREA 5
"22-23","7501268200001","0.1360","1.5500","6.8000",TOTAL AUTOS AREA 6
"22-23","7501268200506","0.0190","0.4220","9.5000",TOTAL AUTOS AREA 6
"22-23","7501268200339","0.0310","1.0700","10.3330",TOTAL AUTOS AREA 6
"22-23","7501268200049","0.7510","15.6240","11.5510",TOTAL AUTOS AREA 6
"22-23","7501268200070","0.2440","8.5130","6.4210",TOTAL AUTOS AREA 6
"22-23","7501268200261","0.0080","0.4460","4.0000",TOTAL AUTOS AREA 6
"22-23","7501268200513","0.4890","5.7650","9.3960",TOTAL AUTOS AREA 6
"22-23","0757037517123","0.0010","0.0510","1.0000",TOTAL AUTOS AREA 6
"22-23","7501080900585","0.0900","25.2290","1.5790",TOTAL AUTOS AREA 6
"22-23","7501080954786","0.8560","20.8210","3.9610",TOTAL AUTOS AREA 6
"22-23","7501080954793","0.6480","43.0800","2.8160",TOTAL AUTOS AREA 6
"22-23","7501080955103","0.2290","38.7850","3.7540",TOTAL AUTOS AREA 6
"22-23","7501080955486","0.7600","61.1380","2.9920",TOTAL AUTOS AREA 6
"22-23","7501080900165","2.7190","64.0060","8.5220",TOTAL AUTOS AREA 6
"22-23","7501080952997","0.2330","57.0050","2.8410",TOTAL AUTOS AREA 6
"22-23","7501080900141","0.7150","55.6480","2.8620",TOTAL AUTOS AREA 6
"22-23","7501080900158","0.2410","34.5240","1.8980",TOTAL AUTOS AREA 6
"22-23","0741120000746","0.0110","0.1870","3.6670",TOTAL AUTOS AREA 6
"22-23","0741120000005","82.7300","703.8930","260.9790",TOTAL AUTOS AREA 6
"22-23","0741120000036","4.9330","95.3100","30.6380",TOTAL AUTOS AREA 6
"22-23","0741120000029","6.6900","241.2860","29.2120",TOTAL AUTOS AREA 6
"22-23","7501071907692","0.8600","24.6590","3.8070",TOTAL AUTOS AREA 6
"22-23","7501071908385","0.0800","4.0650","2.7590",TOTAL AUTOS AREA 6
"22-23","7501071907661","1.6840","30.9180","4.8940",TOTAL AUTOS AREA 6
"22-23","7501071907425","0.9500","41.3840","6.3330",TOTAL AUTOS AREA 6
"22-23","7501071905346","0.1180","2.7400","2.9500",TOTAL AUTOS AREA 6
"22-23","7501071905292","0.0970","2.1270","2.6940",TOTAL AUTOS AREA 6
"22-23","7501071907784","0.1670","20.6550","6.9580",TOTAL AUTOS AREA 6
"22-23","7501071901393","0.0020","0.2460","1.0000",TOTAL AUTOS AREA 6
"22-23","7501071903861","0.0090","0.1790","4.5000",TOTAL AUTOS AREA 6
"22-23","7501071905551","10.2900","220.9090","46.5610",TOTAL AUTOS AREA 6
"22-23","7501071900136","8.5100","168.8700","41.3110",TOTAL AUTOS AREA 6
"22-23","7501071903311","0.8460","30.6990","10.8430",TOTAL AUTOS AREA 6
"22-23","7501071903366","1.1980","40.4540","10.2390",TOTAL AUTOS AREA 6
"22-23","7501071900143","23.7410","789.5600","53.3500",TOTAL AUTOS AREA 6
"22-23","7501071900112","0.0760","0.6710","3.3040",TOTAL AUTOS AREA 6
"22-23","7501071902956","2.0770","100.9820","16.1010",TOTAL AUTOS AREA 6
"22-23","7501071900129","12.6520","155.3330","40.5520",TOTAL AUTOS AREA 6
"22-23","7501071906725","0.1180","7.9520","2.2690",TOTAL AUTOS AREA 6
"22-23","7501071907074","0.8350","15.8150","10.0550",TOTAL AUTOS AREA 6
"22-23","7501071906701","0.2190","5.3910","4.9860",TOTAL AUTOS AREA 6
"22-23","7501071906718","0.4930","17.6890","3.4970",TOTAL AUTOS AREA 6
"22-23","7501071902093","0.4890","29.5770","5.2580",TOTAL AUTOS AREA 6
"22-23","7501071903885","0.1160","7.8430","3.1350",TOTAL AUTOS AREA 6
"22-23","7501071902109","1.2600","133.3810","4.3920",TOTAL AUTOS AREA 6
"22-23","7501071904431","2.4540","46.5240","13.1940",TOTAL AUTOS AREA 6
"22-23","7501071902314","0.0130","0.2740","1.6250",TOTAL AUTOS AREA 6
"22-23","7501071904424","1.8360","50.1490","8.6180",TOTAL AUTOS AREA 6
"22-23","7501071903878","0.9930","36.0990","8.1390",TOTAL AUTOS AREA 6
"22-23","7501071902086","1.4390","52.0460","6.6630",TOTAL AUTOS AREA 6
"22-23","7702137007152","0.2120","16.3470","2.4390",TOTAL AUTOS AREA 6
"22-23","7702137007169","0.1030","7.5330","2.1020",TOTAL AUTOS AREA 6
"22-23","4008455425412","0.4710","34.2230","4.6630",TOTAL AUTOS AREA 6
"22-23","4008455457512","0.9100","20.7970","7.3950",TOTAL AUTOS AREA 6
"22-23","4008455458618","0.3570","28.1650","4.0570",TOTAL AUTOS AREA 6
"22-23","4008455458717","0.0310","2.6190","2.0670",TOTAL AUTOS AREA 6
"22-23","4008455423715","0.0960","6.4680","2.9090",TOTAL AUTOS AREA 6
"22-23","4008455394114","0.0770","3.5630","2.0260",TOTAL AUTOS AREA 6
"22-23","4008455394015","0.0710","3.4240","1.9190",TOTAL AUTOS AREA 6
"22-23","4008455423616","0.0570","2.7450","1.9660",TOTAL AUTOS AREA 6
"22-23","4008455394510","0.1120","5.4200","2.8720",TOTAL AUTOS AREA 6
"22-23","4008455423517","0.0530","2.5590","1.8930",TOTAL AUTOS AREA 6
"22-23","4008455394619","0.0430","2.0680","1.7200",TOTAL AUTOS AREA 6
"22-23","4008455394213","0.0700","3.3780","2.1880",TOTAL AUTOS AREA 6
"22-23","4008455394411","0.1280","6.1420","2.6120",TOTAL AUTOS AREA 6
"22-23","4008455524917","0.2000","24.7510","3.4480",TOTAL AUTOS AREA 6
"22-23","4008455438016","0.0670","5.2010","2.0300",TOTAL AUTOS AREA 6
"22-23","4008455459417","0.0990","7.6830","2.6050",TOTAL AUTOS AREA 6
"22-23","4008455476711","0.2120","7.1560","6.4240",TOTAL AUTOS AREA 6
"22-23","7502275145897","0.1850","27.5380","2.8910",TOTAL AUTOS AREA 6
"22-23","4008455567013","0.7240","16.8800","5.5300",TOTAL AUTOS AREA 6
"22-23","3045206382007","0.0100","0.8360","1.4290",TOTAL AUTOS AREA 6
"22-23","3045206360609","0.0080","0.9020","1.6000",TOTAL AUTOS AREA 6
"22-23","3045200760009","0.1120","6.5090","2.1130",TOTAL AUTOS AREA 6
"22-23","8410907050053","0.0470","4.3010","3.6150",TOTAL AUTOS AREA 6
"22-23","8411660210036","0.0390","2.7150","2.1670",TOTAL AUTOS AREA 6
"22-23","8411660210029","0.0140","0.9350","1.5560",TOTAL AUTOS AREA 6
"22-23","7501025402051","27.0920","844.9720","73.8200",TOTAL AUTOS AREA 6
"22-23","7501025402235","1.8410","64.4330","12.6970",TOTAL AUTOS AREA 6
"22-23","7501025402242","4.8740","170.3110","17.1030",TOTAL AUTOS AREA 6
"22-23","7501025412142","0.2690","30.6370","10.7600",TOTAL AUTOS AREA 6
"22-23","7501205412122","1.5030","45.0680","10.5850",TOTAL AUTOS AREA 6
"22-23","7501025406561","5.6540","139.7680","23.5580",TOTAL AUTOS AREA 6
"22-23","7501025412135","0.7830","41.0220","6.1650",TOTAL AUTOS AREA 6
"22-23","7501025406578","1.6060","63.5510","14.2160",TOTAL AUTOS AREA 6
"22-23","7501025412104","1.7010","30.9040","11.8130",TOTAL AUTOS AREA 6
"22-23","7501025410834","1.2350","51.8240","4.3960",TOTAL AUTOS AREA 6
"22-23","7501025400927","0.0330","0.5130","3.3000",TOTAL AUTOS AREA 6
"22-23","7501025412784","2.5820","68.6680","10.7120",TOTAL AUTOS AREA 6
"22-23","7501025400941","0.0190","0.4900","9.5000",TOTAL AUTOS AREA 6
"22-23","7501025412357","0.1090","4.7600","21.8000",TOTAL AUTOS AREA 6
"22-23","7501025405816","0.0100","0.1900","10.0000",TOTAL AUTOS AREA 6
"22-23","7501025401306","0.2130","31.5050","6.8710",TOTAL AUTOS AREA 6
"22-23","7501025405311","0.5630","6.9350","140.7500",TOTAL AUTOS AREA 6
"22-23","7501025409104","1.0510","21.5670","23.3560",TOTAL AUTOS AREA 6
"22-23","7501025450212","24.7640","629.9440","201.3350",TOTAL AUTOS AREA 6
"22-23","0000075000622","62.6570","1420.9740","163.1700",TOTAL AUTOS AREA 6
"22-23","0000075000639","99.7700","3307.3880","199.9390",TOTAL AUTOS AREA 6
"22-23","0000075000608","6.3810","46.4250","95.2340",TOTAL AUTOS AREA 6
"22-23","7501025408947","0.8060","8.0870","32.2400",TOTAL AUTOS AREA 6
"22-23","0000075000615","96.7330","1294.7860","197.0120",TOTAL AUTOS AREA 6
"22-23","7501025411893","1.9840","74.6220","9.0590",TOTAL AUTOS AREA 6
"22-23","7501025412005","1.5150","117.9780","7.2510",TOTAL AUTOS AREA 6
"22-23","7501025411992","2.9430","76.2020","11.1060",TOTAL AUTOS AREA 6
"22-23","7501025401948","0.0010","0.0270","1.0000",TOTAL AUTOS AREA 6
"22-23","7501025405106","9.9770","293.8880","23.2010",TOTAL AUTOS AREA 6
"22-23","7501025401313","2.3660","139.8390","12.1960",TOTAL AUTOS AREA 6
"22-23","7501025401931","4.1110","54.1790","36.7040",TOTAL AUTOS AREA 6
"22-23","7501025405151","10.6950","206.2240","22.6580",TOTAL AUTOS AREA 6
"22-23","7501025401863","0.3070","20.9040","2.9510",TOTAL AUTOS AREA 6
"22-23","7501025401832","0.2270","3.8390","4.6330",TOTAL AUTOS AREA 6
"22-23","7501025401849","0.2920","9.7380","3.7920",TOTAL AUTOS AREA 6
"22-23","7501025401856","0.4440","13.8640","3.4420",TOTAL AUTOS AREA 6
"22-23","7501025401917","0.3930","26.7500","3.0000",TOTAL AUTOS AREA 6
"22-23","7501025401887","0.2100","3.7120","3.6840",TOTAL AUTOS AREA 6
"22-23","7501025401894","0.2020","7.0990","3.0150",TOTAL AUTOS AREA 6
"22-23","7501025401900","0.4740","16.7820","3.8540",TOTAL AUTOS AREA 6
"22-23","7501025412401","1.3410","35.7500","7.0210",TOTAL AUTOS AREA 6
"22-23","7501025405885","1.1540","28.7010","5.8590",TOTAL AUTOS AREA 6
"22-23","7501025401801","5.5740","111.4490","20.7990",TOTAL AUTOS AREA 6
"22-23","7501025405090","12.3440","230.1810","31.8970",TOTAL AUTOS AREA 6
"22-23","7501025401795","5.0430","129.3280","21.5520",TOTAL AUTOS AREA 6
"22-23","7501025405212","11.1040","278.9020","29.6910",TOTAL AUTOS AREA 6
"22-23","7501025401252","3.2140","36.7090","61.8140",TOTAL AUTOS AREA 6
"22-23","7501021160719","0.1480","8.0980","3.1490",TOTAL AUTOS AREA 6
"22-23","7501681100650BP1","0.0310","0.3570","3.8750",TOTAL AUTOS AREA 6
"22-23","7501681100421","1.3220","23.6030","9.6480",TOTAL AUTOS AREA 6
"22-23","7501681100674","0.0790","5.6770","2.5480",TOTAL AUTOS AREA 6
"22-23","7501681100254","0.5510","10.0580","6.8820",TOTAL AUTOS AREA 6
"22-23","7501681100469","2.3710","45.7460","9.8790",TOTAL AUTOS AREA 6
"22-23","7501681100513","0.0010","0.0010","1.0000",TOTAL AUTOS AREA 6
"22-23","7501681100643BP1","0.0220","0.2510","4.4000",TOTAL AUTOS AREA 6
"22-23","7501681100292","0.4160","13.5480","4.5710",TOTAL AUTOS AREA 6
"22-23","7501681100384","0.2340","3.4400","5.2000",TOTAL AUTOS AREA 6
"22-23","7501681100773","0.3420","7.4700","7.1250",TOTAL AUTOS AREA 6
"22-23","7501681100766","1.6180","55.8060","9.2990",TOTAL AUTOS AREA 6
"22-23","7501681100223","2.6960","93.1630","18.3390",TOTAL AUTOS AREA 6
"22-23","7501681100650BP2","0.0310","0.1680","3.8750",TOTAL AUTOS AREA 6
"22-23","7501681100643BP2","0.0220","0.1240","4.4000",TOTAL AUTOS AREA 6
"25-23","7501071906725","0.0810","5.3920","2.6130",TOTAL AUTOS AREA 1
"25-23","7501071907074","0.4330","8.1910","7.4660",TOTAL AUTOS AREA 1
"25-23","7501071906701","0.9540","28.0800","4.2030",TOTAL AUTOS AREA 1
"25-23","7501071906718","1.0900","42.0270","3.3960",TOTAL AUTOS AREA 1
"25-23","7501071904103","0.0110","0.3520","2.7500",TOTAL AUTOS AREA 1
"25-23","7501071902093","0.1030","7.0460","3.2190",TOTAL AUTOS AREA 1
"25-23","7501071903885","0.1360","9.0170","4.6900",TOTAL AUTOS AREA 1
"25-23","7501071902109","0.8610","87.0620","3.0860",TOTAL AUTOS AREA 1
"25-23","7501071904431","1.1450","21.6990","11.6840",TOTAL AUTOS AREA 1
"25-23","7501071904424","1.9540","57.5780","5.8330",TOTAL AUTOS AREA 1
"25-23","7501071903878","0.3140","11.9130","6.9780",TOTAL AUTOS AREA 1
"25-23","7501071902086","1.9660","74.1720","4.9520",TOTAL AUTOS AREA 1
"25-23","7702137007152","0.0790","6.0170","2.1350",TOTAL AUTOS AREA 1
"25-23","7702137007169","0.0530","3.8910","2.0380",TOTAL AUTOS AREA 1
"25-23","4008455425412","0.3390","24.2880","5.3810",TOTAL AUTOS AREA 1
"25-23","4008455460215","0.0240","2.5300","2.1820",TOTAL AUTOS AREA 1
"25-23","4008455457512","0.8040","18.0210","7.1150",TOTAL AUTOS AREA 1
"25-23","4008455458618","0.2660","20.9780","4.0300",TOTAL AUTOS AREA 1
"25-23","4008455458717","0.0490","4.4770","1.9600",TOTAL AUTOS AREA 1
"25-23","4008455423715","0.0550","4.0170","2.5000",TOTAL AUTOS AREA 1
"25-23","4008455394114","0.1080","5.7200","2.4550",TOTAL AUTOS AREA 1
"25-23","4008455394015","0.0820","4.3400","2.2780",TOTAL AUTOS AREA 1
"25-23","4008455423616","0.0530","2.8080","1.8280",TOTAL AUTOS AREA 1
"25-23","4008455394510","0.0740","3.9470","2.3130",TOTAL AUTOS AREA 1
"25-23","4008455423517","0.0490","2.5580","1.6330",TOTAL AUTOS AREA 1
"25-23","4008455394619","0.0410","2.1650","1.6400",TOTAL AUTOS AREA 1
"25-23","4008455394213","0.0600","3.1880","1.8180",TOTAL AUTOS AREA 1
"25-23","4008455394411","0.0650","3.4960","1.9120",TOTAL AUTOS AREA 1
"25-23","4008455524917","0.1950","25.1560","3.4820",TOTAL AUTOS AREA 1
"25-23","4008455438016","0.0850","6.5180","2.2970",TOTAL AUTOS AREA 1
"25-23","4008455459417","0.1460","11.6100","2.8630",TOTAL AUTOS AREA 1
"25-23","4008455476711","0.0730","2.3780","4.0560",TOTAL AUTOS AREA 1
"25-23","7502275145897","0.1600","26.2970","2.8070",TOTAL AUTOS AREA 1
"25-23","4008455567013","0.5390","11.7040","5.4440",TOTAL AUTOS AREA 1
"25-23","3045206382007","0.0240","2.2850","1.7140",TOTAL AUTOS AREA 1
"25-23","3045206360609","0.0100","1.1270","1.6670",TOTAL AUTOS AREA 1
"25-23","3045200760009","0.0450","2.6100","1.6670",TOTAL AUTOS AREA 1
"25-23","8410907050053","0.0160","1.0600","3.2000",TOTAL AUTOS AREA 1
"25-23","8411660210036","0.0400","2.7550","1.7390",TOTAL AUTOS AREA 1
"25-23","8411660210029","0.0050","0.3550","1.0000",TOTAL AUTOS AREA 1
"25-23","7501025401993","0.0040","0.1560","4.0000",TOTAL AUTOS AREA 1
"25-23","7501025402051","19.4790","708.9760","33.0710",TOTAL AUTOS AREA 1
"25-23","7501025402235","0.4550","17.8260","5.6880",TOTAL AUTOS AREA 1
"25-23","7501025402242","1.0550","37.6720","9.0950",TOTAL AUTOS AREA 1
"25-23","7501025412142","0.0390","5.8240","3.0000",TOTAL AUTOS AREA 1
"25-23","7501205412122","2.7360","78.9840","9.9490",TOTAL AUTOS AREA 1
"25-23","7501025406561","3.7810","92.2720","27.0070",TOTAL AUTOS AREA 1
"25-23","7501025412135","0.9520","50.3620","5.0910",TOTAL AUTOS AREA 1
"25-23","7501025406578","1.0270","39.2330","13.3380",TOTAL AUTOS AREA 1
"25-23","7501025412104","3.9230","74.9040","13.3440",TOTAL AUTOS AREA 1
"25-23","7501025410834","0.4900","20.0520","4.4140",TOTAL AUTOS AREA 1
"25-23","7501025400927","0.0910","1.3510","3.1380",TOTAL AUTOS AREA 1
"25-23","7501025412784","0.9160","23.8930","7.3870",TOTAL AUTOS AREA 1
"25-23","7501025405816","0.0420","0.7880","21.0000",TOTAL AUTOS AREA 1
"25-23","7501025401306","0.3090","35.0750","6.1800",TOTAL AUTOS AREA 1
"25-23","7501025405311","1.4290","28.3750","18.8030",TOTAL AUTOS AREA 1
"25-23","7501025409104","0.3170","7.7060","13.7830",TOTAL AUTOS AREA 1
"25-23","7501025450212","1.8410","48.8570","38.3540",TOTAL AUTOS AREA 1
"25-23","0000075000622","52.8360","1344.2440","87.3320",TOTAL AUTOS AREA 1
"25-23","0000075000592","0.0050","0.0230","5.0000",TOTAL AUTOS AREA 1
"25-23","0000075000639","21.1830","914.4810","35.6020",TOTAL AUTOS AREA 1
"25-23","0000075000608","0.9600","9.5380","16.8420",TOTAL AUTOS AREA 1
"25-23","7501025408947","6.5020","79.5300","73.0560",TOTAL AUTOS AREA 1
"25-23","0000075000615","46.2560","766.8350","75.5820",TOTAL AUTOS AREA 1
"25-23","7501025411893","0.8410","34.0690","5.9650",TOTAL AUTOS AREA 1
"25-23","7501025412005","1.6030","129.3750","5.3080",TOTAL AUTOS AREA 1
"25-23","7501025411992","6.5560","190.1900","11.9200",TOTAL AUTOS AREA 1
"25-23","7501025401948","0.0020","0.0500","2.0000",TOTAL AUTOS AREA 1
"25-23","7501025405106","5.8020","177.4770","13.8800",TOTAL AUTOS AREA 1
"25-23","7501025401313","0.6130","38.4740","5.8380",TOTAL AUTOS AREA 1
"25-23","7501025401931","2.0090","27.1560","27.1490",TOTAL AUTOS AREA 1
"25-23","7501025405151","14.0530","264.9290","25.6910",TOTAL AUTOS AREA 1
"25-23","7501025401863","0.3770","25.6110","2.3710",TOTAL AUTOS AREA 1
"25-23","7501025401832","0.1320","2.8420","2.6400",TOTAL AUTOS AREA 1
"25-23","7501025401849","0.1690","5.5440","3.1300",TOTAL AUTOS AREA 1
"25-23","7501025401856","0.7990","28.5410","3.5350",TOTAL AUTOS AREA 1
"25-23","7501025401917","0.2920","19.8890","3.6050",TOTAL AUTOS AREA 1
"25-23","7501025401887","0.1090","2.3540","3.3030",TOTAL AUTOS AREA 1
"25-23","7501025401894","0.1270","4.2130","2.4900",TOTAL AUTOS AREA 1
"25-23","7501025401900","0.7120","24.9350","3.4730",TOTAL AUTOS AREA 1
"25-23","7501025412401","0.5940","14.3930","6.3190",TOTAL AUTOS AREA 1
"25-23","7501025405885","0.4700","11.1880","5.8020",TOTAL AUTOS AREA 1
"25-23","7501025401801","4.5750","84.2400","21.4790",TOTAL AUTOS AREA 1
"25-23","7501025405090","13.4670","258.2910","25.7000",TOTAL AUTOS AREA 1
"25-23","7501025401795","2.2490","61.5990","11.8990",TOTAL AUTOS AREA 1
"25-23","7501025405212","10.5930","293.3090","22.6830",TOTAL AUTOS AREA 1
"25-23","7501021160719","0.1690","8.9630","2.1950",TOTAL AUTOS AREA 1
"25-23","7501681100650BP1","0.1650","1.8300","18.3330",TOTAL AUTOS AREA 1
"25-23","7501681100421","0.6070","10.5170","9.0600",TOTAL AUTOS AREA 1
"25-23","7501681100674","0.0860","5.4240","3.4400",TOTAL AUTOS AREA 1
"25-23","7501681100254","0.0520","0.8780","4.0000",TOTAL AUTOS AREA 1
"25-23","7501681100469","0.6200","11.7080","6.9660",TOTAL AUTOS AREA 1
"25-23","7501681100513","0.0020","0.0130","2.0000",TOTAL AUTOS AREA 1
"25-23","7501681100643BP1","0.0440","0.4770","5.5000",TOTAL AUTOS AREA 1
"25-23","7501681100292","0.1870","5.9920","4.6750",TOTAL AUTOS AREA 1
"25-23","7501681100384","0.0240","0.3530","8.0000",TOTAL AUTOS AREA 1
"25-23","7501681100773","0.0090","0.2050","2.2500",TOTAL AUTOS AREA 1
"25-23","7501681100766","0.8100","27.7580","7.7880",TOTAL AUTOS AREA 1
"25-23","7501681100223","0.1120","4.1000","3.2940",TOTAL AUTOS AREA 1
"25-23","7501681100650BP2","0.1650","0.8610","18.3330",TOTAL AUTOS AREA 1
"25-23","7501681100643BP2","0.0440","0.2350","5.5000",TOTAL AUTOS AREA 1
"25-23","7501681101305BP1","0.0660","0.5350","13.2000",TOTAL AUTOS AREA 1
"25-23","7501026030109","0.0220","0.5690","2.0000",TOTAL AUTOS AREA 1
"25-23","7503031116083","0.0790","1.6880","1.9750",TOTAL AUTOS AREA 1
"25-23","0732913227013","0.0010","0.1170","1.0000",TOTAL AUTOS AREA 1
"25-23","0722429128034","0.0290","1.6100","1.7060",TOTAL AUTOS AREA 1
"25-23","7503025939353","0.0100","0.6000","2.5000",TOTAL AUTOS AREA 1
"25-23","0612464080148","0.0020","0.0520","2.0000",TOTAL AUTOS AREA 1
"25-23","0037000018704","0.0730","6.9880","2.5170",TOTAL AUTOS AREA 1
"25-23","7501058795892","0.1080","11.6360","1.4210",TOTAL AUTOS AREA 1
"25-23","7501058717276","0.0140","2.0560","1.7500",TOTAL AUTOS AREA 1
"25-23","7501058717122","0.0010","0.1590","1.0000",TOTAL AUTOS AREA 1
"25-23","7501058795908","0.0730","18.7410","1.6590",TOTAL AUTOS AREA 1
"25-23","7501058717252","0.0590","3.2800","1.6390",TOTAL AUTOS AREA 1
"25-23","7501058716798","0.3890","58.4030","3.8510",TOTAL AUTOS AREA 1
"25-23","7501058717030","2.7310","67.3980","20.0810",TOTAL AUTOS AREA 1
"25-23","7501058796578BP2","0.0370","2.3020","2.8460",TOTAL AUTOS AREA 1
"25-23","7501058753458","1.7610","40.5110","9.8380",TOTAL AUTOS AREA 1
"25-23","7501058792778BP2","0.0680","1.3830","2.7200",TOTAL AUTOS AREA 1
"25-23","7501058715890","0.1200","31.9860","2.0340",TOTAL AUTOS AREA 1
"25-23","7702626213781","0.7160","41.5780","3.8290",TOTAL AUTOS AREA 1
"25-23","7501058757890","0.6260","67.1190","2.9120",TOTAL AUTOS AREA 1
"25-23","7501058716071","0.0060","1.0540","1.0000",TOTAL AUTOS AREA 1
"25-23","7501058757449","0.1380","28.9050","1.8400",TOTAL AUTOS AREA 1
"25-23","7501058792808BP1","0.0890","11.1040","3.8700",TOTAL AUTOS AREA 1
"25-23","7501058716804","0.1880","17.3730","2.3800",TOTAL AUTOS AREA 1
"25-23","7501058715531","0.7910","7.8800","8.6920",TOTAL AUTOS AREA 1
"25-23","7501058716767","0.5400","79.8410","5.5100",TOTAL AUTOS AREA 1
"25-23","7501058717023","3.2220","78.7050","23.5180",TOTAL AUTOS AREA 1
"25-23","7501058796578BP1","0.0370","2.3020","2.8460",TOTAL AUTOS AREA 1
"25-23","7501058796585","0.0220","2.7640","1.4670",TOTAL AUTOS AREA 1
"25-23","7503002319536","0.6640","72.4560","2.4060",TOTAL AUTOS AREA 1
"25-23","7501058716088","0.0430","8.6490","2.2630",TOTAL AUTOS AREA 1
"25-23","7501058757791","0.3310","69.9020","1.9240",TOTAL AUTOS AREA 1
"25-23","7501058757548","0.7300","27.4970","5.1410",TOTAL AUTOS AREA 1
"25-23","7503002319529","2.6350","165.7540","5.0580",TOTAL AUTOS AREA 1
"25-23","7501058792808BP2","0.0890","1.8080","3.8700",TOTAL AUTOS AREA 1
"25-23","7501058715883","0.0770","20.4630","1.6040",TOTAL AUTOS AREA 1
"25-23","7702626213774","0.4690","27.3230","2.9310",TOTAL AUTOS AREA 1
"25-23","7501058716422","0.0210","1.2150","2.6250",TOTAL AUTOS AREA 1
"25-23","7501058784353","0.6500","73.1320","2.0970",TOTAL AUTOS AREA 1
"25-23","7501058716064","0.0160","2.2210","1.7780",TOTAL AUTOS AREA 1
"25-23","7501058792778BP1","0.0680","8.4960","2.7200",TOTAL AUTOS AREA 1
"25-23","7501058757630","0.1950","23.3450","2.4730",TOTAL AUTOS AREA 1
"25-23","7501058753441","1.9560","53.4740","6.6760",TOTAL AUTOS AREA 1
"25-23","7702626204208BP1","1.9980","19.4890","21.7170",TOTAL AUTOS AREA 1
"25-23","7501058784346","0.1110","23.2140","1.6820",TOTAL AUTOS AREA 1
"25-23","7501058796868","1.0600","19.1970","28.6490",TOTAL AUTOS AREA 1
"25-23","7891035040276","5.8580","87.1060","15.0590",TOTAL AUTOS AREA 1
"25-23","7501058796851","0.8540","15.5070","22.4740",TOTAL AUTOS AREA 1
"25-23","7501058714596","4.9770","72.3020","13.9020",TOTAL AUTOS AREA 1
